time,ax,
22:41:30,1361.5,
22:42:00,1362,
22:42:30,1362.5,
22:43:00,1363,
22:43:30,1363.5,
22:44:00,1364,
22:44:30,1364.5,
22:45:00,1365,
22:45:30,1365.5,
22:46:00,1366,
22:46:30,1366.5,
22:47:00,1367,
22:47:30,1367.5,
22:48:00,1368,
22:48:30,1368.5,
22:49:00,1369,
22:49:30,1369.5,
22:50:00,1370,
22:50:30,1370.5,
22:51:00,1371,
22:51:30,1371.5,
22:52:00,1372,
22:52:30,1372.5,
22:53:00,1373,
22:53:30,1373.5,
22:54:00,1374,
22:54:30,1374.5,
22:55:00,1375,
22:55:30,1375.5,
22:56:00,1376,
22:56:30,1376.5,
22:57:00,1377,
22:57:30,1377.5,
22:58:00,1378,
22:58:30,1378.5,
22:59:00,1379,
22:59:30,1379.5,
23:00:00,1380,
23:00:30,1380.5,
23:01:00,1381,
23:01:30,1381.5,
23:02:00,1382,
23:02:30,1382.5,
23:03:00,1383,
23:03:30,1383.5,
23:04:00,1384,
23:04:30,1384.5,
23:05:00,1385,
23:05:30,1385.5,
23:06:00,1386,
23:06:30,1386.5,
23:07:00,1387,
23:07:30,1387.5,
23:08:00,1388,
23:08:30,1388.5,
23:09:00,1389,
23:09:30,1389.5,
23:10:00,1390,
23:10:30,1390.5,
23:11:00,1391,
23:11:30,1391.5,
23:12:00,1392,
23:12:30,1392.5,
23:13:00,1393,
23:13:30,1393.5,
23:14:00,1394,
23:14:30,1394.5,
23:15:00,1395,
23:15:30,1395.5,
23:16:00,1396,
23:16:30,1396.5,
23:17:00,1397,
23:17:30,1397.5,
23:18:00,1398,
23:18:30,1398.5,
23:19:00,1399,
23:19:30,1399.5,
23:20:00,1400,
23:20:30,1400.5,
23:21:00,1401,
23:21:30,1401.5,
23:22:00,1402,
23:22:30,1402.5,
23:23:00,1403,
23:23:30,1403.5,
23:24:00,1404,
23:24:30,1404.5,
23:25:00,1405,
23:25:30,1405.5,
23:26:00,1406,
23:26:30,1406.5,
23:27:00,1407,
23:27:30,1407.5,
23:28:00,1408,
23:28:30,1408.5,
23:29:00,1409,
23:29:30,1409.5,
23:30:00,1410,
23:30:30,1410.5,
23:31:00,1411,
23:31:30,1411.5,
23:32:00,1412,
23:32:30,1412.5,
23:33:00,1413,
23:33:30,1413.5,
23:34:00,1414,
23:34:30,1414.5,
23:35:00,1415,
23:35:30,1415.5,
23:36:00,1416,
23:36:30,1416.5,
23:37:00,1417,
23:37:30,1417.5,
23:38:00,1418,
23:38:30,1418.5,
23:39:00,1419,
23:39:30,1419.5,
23:40:00,1420,
23:40:30,1420.5,
23:41:00,1421,
23:41:30,1421.5,
23:42:00,1422,
23:42:30,1422.5,
23:43:00,1423,
23:43:30,1423.5,
23:44:00,1424,
23:44:30,1424.5,
23:45:00,1425,
23:45:30,1425.5,
23:46:00,1426,
23:46:30,1426.5,
23:47:00,1427,
23:47:30,1427.5,
23:48:00,1428,
23:48:30,1428.5,
23:49:00,1429,
23:49:30,1429.5,
23:50:00,1430,
23:50:30,1430.5,
23:51:00,1431,
23:51:30,1431.5,
23:52:00,1432,
23:52:30,1432.5,
23:53:00,1433,
23:53:30,1433.5,
23:54:00,1434,
23:54:30,1434.5,
23:55:00,1435,
23:55:30,1435.5,
23:56:00,1436,
23:56:30,1436.5,
23:57:00,1437,
23:57:30,1437.5,
23:58:00,1438,
23:58:30,1438.5,
23:59:00,1439,
23:59:30,1439.5,
00:00:00,1440,
